0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
44.8,d_19590201,20.3,12.8,2.7,0.4,0,0,34.9,22.7,9.3,3.7,0.6
43.7,d_19590301,25,14.5,4.3,1.1,0.1,0,31.3,18.2,7,2.4,0.5
33.2,d_19590401,29.8,23.4,14.4,8.9,3.5,0,36.9,23.5,7.6,1.9,0.4
29.4,d_19590501,28,17.6,7.6,4.9,2.2,0,42.5,32.8,10.3,3.5,0.5
51.5,d_19590601,29.3,15.3,3.2,0.2,0,0,19.2,9.2,0.9,0.5,0.1
63.4,d_19590701,16.3,4.8,0.7,0.5,0.2,0,20.3,6.9,0.6,0,0
61.1,d_19590801,14.5,5.7,0.4,0.1,0,0,24.4,11.9,1.1,0.2,0
61.4,d_19590901,16,7.6,1.4,0.2,0,0,22.6,10.8,1.9,0.5,0
40.9,d_19591001,8.2,5.4,0.8,0.1,0,0,51,34.2,11,3.6,0.2
46,d_19591101,10,5.9,1.3,0.2,0,0,44,25.2,4.5,0.6,0
25.8,d_19591201,9.3,5.5,1.4,0.4,0,0,64.9,45.7,15.2,6,0.4
25.9,d_19600101,7.8,4.3,0.8,0,0,0,66.3,48.6,19.8,8.9,1.3
22.7,d_19600201,8.8,5.9,0.4,0,0,0,68.5,49,18.3,7.9,2.3
38.2,d_19600301,9.1,5.7,0.6,0,0,0,52.7,30.7,7.7,2.3,0.1
60.6,d_19600401,14.1,4.7,0.5,0,0,0,25.2,11.1,1.2,0.1,0
63,d_19600501,25.5,10.4,1.6,0.4,0,0,11.5,3.5,0,0,0
71.1,d_19600601,9.1,2.2,0,0,0,0,19.8,9.8,2.7,1.6,0.2
58.1,d_19600701,14.8,3.5,0.3,0,0,0,27.2,16.1,9.8,6,2.7
56.7,d_19600801,3.7,0.2,0,0,0,0,39.6,23.4,13.4,8.4,4
57.4,d_19600901,21.3,9.2,0.9,0.1,0,0,21.4,14.3,6.6,3.4,0.8
43.2,d_19601001,17,8.1,0.7,0.1,0,0,39.7,29.3,16.4,9.8,2.6
38.1,d_19601101,22.5,12.9,3.1,0.6,0,0,39.5,30,14.2,6.6,1.4
35,d_19601201,8.2,3.2,0.4,0,0,0,56.7,43.6,24.7,14.3,3.8
27.9,d_19610101,1.4,0,0,0,0,0,70.7,56.2,31.1,18.5,5.8
15.2,d_19610201,0.1,0,0,0,0,0,84.6,69.2,48.1,34.6,15.8
8.5,d_19610301,0,0,0,0,0,0,91.4,78.5,46.8,29,10.8
35.8,d_19610401,3.5,0.5,0,0,0,0,60.7,46.5,20.6,8.8,1.1
54.2,d_19610501,6,0.9,0,0,0,0,39.7,22.6,3.2,1,0.3
18.5,d_19610601,0.3,0,0,0,0,0,81.3,60,18.7,3.6,0.2
31.4,d_19610701,2.7,1.1,0,0,0,0,65.8,44.5,14.3,4.5,0.1
34.2,d_19610801,3.1,1.6,0,0,0,0,62.7,42.6,13.5,4.9,0.5
49.3,d_19610901,11.6,4.8,1.6,0.9,0,0,39.1,26.7,8.3,2,0
54.5,d_19611001,20.4,11.4,3.5,2.1,1.2,0,25.1,11.3,1.3,0.2,0
53.6,d_19611101,18.8,9.8,2,0.4,0,0,27.6,13,2.5,0.5,0.1
55.2,d_19611201,22.6,12,2.5,1.3,0,0,22.3,10.2,2.2,0.5,0.1
48.3,d_19620101,19,11.5,2.5,0,0,0,32.7,16.5,3.7,1,0.1
44,d_19620201,15.7,7.2,1.8,0.6,0,0,40.3,20.8,5.5,1.5,0.1
52.4,d_19620301,37.1,22.6,5.4,0.9,0,0,10.4,2.6,0,0,0
45.4,d_19620401,52.6,34,10.5,2.7,0.3,0,2,0.2,0,0,0
29.1,d_19620501,70.7,49.3,19.6,7.7,2.3,0,0.2,0,0,0,0
41.9,d_19620601,55.9,31.5,5.1,0.7,0,0,2.1,0.4,0,0,0
41.3,d_19620701,46.4,28.8,7.6,1.7,0,0,12.4,4.9,0.8,0.2,0
31.6,d_19620801,65.5,53.4,26.9,10.1,1,0,2.7,1,0.2,0,0
37.3,d_19620901,47.3,31.9,11.6,2.9,0,0,15.4,8.4,1.1,0.1,0
38.2,d_19621001,45.4,29.3,8.9,2,0,0,16.4,9.6,1.3,0,0
44.5,d_19621101,37.6,20.7,3.9,0.5,0,0,18,11.6,3.6,1,0
51.7,d_19621201,28.3,15.2,2.6,0.4,0,0,20,11.5,3.2,1,0
40,d_19630101,43.6,28,9.6,3.2,0.2,0,16.4,9.1,2.3,0.5,0
44.4,d_19630201,27.6,11.6,0.5,0,0,0,28,18.8,5.8,2.3,0.1
33.7,d_19630301,52.4,38.7,13.4,4,0.1,0,13.9,6.9,0.7,0,0
36.2,d_19630401,56.5,38.3,12.2,4.3,1.1,0,7.4,2.1,0,0,0
36.8,d_19630501,43.7,26.5,7.7,1.6,0,0,19.7,10.6,1.8,0.2,0
35.8,d_19630601,55.8,39.7,11.1,3.5,0,0,8.4,2.8,0.2,0,0
34,d_19630701,61.7,45.4,17.3,6.2,0.9,0,4.3,1.6,0,0,0
28.9,d_19630801,65,53.6,30.2,16,4.9,0,6.2,1.9,0,0,0
29.7,d_19630901,68.6,54.1,33.9,21.5,6.6,0,1.6,0.2,0,0,0
28.4,d_19631001,70.6,58.7,36.1,24.9,10.9,0,1,0.1,0,0,0
34.2,d_19631101,64.4,48.5,24.4,12.5,3.1,0,1.5,0.1,0,0,0
38.5,d_19631201,59,42.7,17.1,6,1.3,0,2.5,0.3,0,0,0
44.1,d_19640101,52.7,37.1,16.4,10.4,2.7,0,3.2,0.5,0,0,0
42.8,d_19640201,54.7,33.7,15.3,7.5,1.4,0,2.4,0.6,0,0,0
39.3,d_19640301,59.3,38.3,13.1,3.4,0,0,1.4,0.7,0,0,0
38.6,d_19640401,59.9,38.6,14.4,6.1,0.6,0,1.5,0.4,0,0,0
32.4,d_19640501,65,44.4,16.8,7.3,1,0,2.5,1.1,0.1,0,0
32.8,d_19640601,66.3,42.7,14.1,4.8,0.6,0,0.9,0.3,0.1,0,0
36.8,d_19640701,62.8,39.4,16.2,8.1,1.7,0,0.4,0.1,0,0,0
29.3,d_19640801,70.5,47.9,20.8,11.9,5.5,0,0.1,0,0,0,0
44,d_19640901,42,26,6.9,2.9,0.2,0,14,6,0.2,0,0
36.8,d_19641001,57.3,40,12.9,5.4,1.1,0,5.9,1.7,0,0,0
36.2,d_19641101,55.6,40.3,13.4,4.8,0.6,0,8.3,3.7,0.4,0,0
36.5,d_19641201,58.7,43.1,15.4,5.1,0.5,0,4.6,1.5,0,0,0
41.3,d_19650101,52.5,38,14.8,6.2,1,0,6.2,2.2,0,0,0
43.1,d_19650201,35.5,25.8,7.7,2.9,0.3,0,21.5,10.3,0.7,0,0
40.4,d_19650301,34.7,22.7,9,4.5,1,0,24.9,13.7,1.7,0.2,0
42.5,d_19650401,32.5,20.4,4.8,1.4,0.1,0,25.1,15.5,2.6,0.5,0
42.7,d_19650501,19.7,9.7,0.5,0.1,0,0,37.6,26.8,9.9,1.7,0
55.3,d_19650601,24.5,12.7,3.3,0,0,0,20.2,10.6,2,0.5,0
52.7,d_19650701,25.9,15.4,2.5,0.1,0,0,21.3,12.1,2.8,0.6,0.1
55.4,d_19650801,27.6,13.3,2,0.5,0,0,17,8.2,1.3,0,0
56.7,d_19650901,21.1,10,1.8,0,0,0,22.2,11.6,2.7,0.6,0
53.5,d_19651001,26.9,13.8,1.5,0.2,0,0,19.7,9.4,1.2,0.1,0
45.3,d_19651101,43.1,24.7,4.7,0.8,0,0,11.5,4.9,0.6,0,0
50.7,d_19651201,30.7,14.4,2.5,0.4,0,0,18.6,9.2,1,0.1,0
55,d_19660101,21.3,8.5,0.8,0,0,0,23.6,12.6,2.1,0.8,0
47.2,d_19660201,38.8,21.3,4.5,1.3,0.2,0,14,6.3,1.8,0.7,0
42.5,d_19660301,49.9,33.8,10.9,4.7,0.8,0,7.7,2.3,0,0,0
47.7,d_19660401,14,7.3,1.8,0.4,0,0,38.3,19.8,1.7,0.2,0
41.5,d_19660501,22.4,12.3,4.6,1.9,0.4,0,36.3,20.3,7.5,4.9,1.8
53.2,d_19660601,20.7,11.4,4.6,2.2,0,0,26.1,17.1,8.7,5.7,2.9
48,d_19660701,26.5,16.1,6.5,2.8,0.6,0,25.4,15.6,7.7,5.6,2.5
37.9,d_19660801,6,3,0.1,0,0,0,56.1,35.5,14.1,9.2,4.8
41.8,d_19660901,4.7,1.9,0.2,0,0,0,53.5,34.5,10.7,3.4,0
50.7,d_19661001,7.4,4.5,0.7,0.2,0,0,41.9,23.1,4.8,1,0.1
53.8,d_19661101,17.5,8.6,2,0.7,0.2,0,28.7,13.2,2.6,0.3,0
54.1,d_19661201,18.4,8.1,1.2,0.5,0.1,0,27.4,13.8,2.2,0.1,0
40,d_19670101,50.1,32.5,7.3,1.9,0.1,0,9.8,3.9,0.1,0,0
41.3,d_19670201,52,35.5,11,2.8,0,0,6.7,3.8,0,0,0
38.2,d_19670301,57.5,40.6,13.1,3,0.1,0,4.2,1.1,0,0,0
42.5,d_19670401,47.1,30.4,8.2,2,0.2,0,10.4,5.5,0,0,0
17.3,d_19670501,82.2,71,41.7,21.6,5.9,0,0.5,0,0,0,0
15.2,d_19670601,83.1,74.6,55.4,40.4,22.2,0,1.8,0.3,0,0,0
22.2,d_19670701,76.2,65.7,44,26.4,9.1,0,1.6,0.4,0,0,0
27.7,d_19670801,69.2,56,26.1,10.3,2.7,0,3.1,1.2,0,0,0
49.1,d_19670901,34.2,18.2,3.3,0.6,0,0,16.6,11.8,8.1,4.6,2
50.4,d_19671001,30.1,12.6,1.8,0.6,0.1,0,19.5,14.2,7.7,3.8,1.6
52.3,d_19671101,25.7,14.3,3.7,0.8,0,0,22,15.4,8.4,4.8,2.2
52.1,d_19671201,21.9,9.4,1.4,0.1,0,0,25.9,17.3,10,5.6,3
41.9,d_19680101,12.1,4.5,0.8,0,0,0,46.1,31.7,15.1,10,4.8
38.1,d_19680201,10.1,5.1,1.6,0.4,0,0,51.8,37.9,17.8,11.7,7.3
33.4,d_19680301,10.6,4.5,0.5,0,0,0,55.9,48.8,31.7,19.9,10.8
33,d_19680401,11.7,6,1.5,0,0,0,55.2,46.7,30.9,20.8,11.9
31.9,d_19680501,3.9,0.5,0,0,0,0,64,54,37.4,26.4,12
33.2,d_19680601,6.4,2.7,0.3,0,0,0,60.5,46.2,19,5.9,0.8
17,d_19680701,1.6,0.6,0.1,0,0,0,81.4,62.7,26,10.9,1.4
14.7,d_19680801,1,0.6,0.2,0.1,0,0,84.3,68.6,30.8,12.2,1.8
21.1,d_19680901,1.4,0.8,0.2,0,0,0,77.4,57.5,29.5,14,2.7
48.7,d_19681001,4.3,1.5,0.6,0.3,0,0,46.9,29.1,7.7,1.7,0
40.6,d_19681101,2.7,1.4,0.6,0.3,0,0,56.7,38.4,12.9,4.5,0.3
51.2,d_19681201,5.2,1.9,0.8,0.5,0.1,0,43.6,29.2,11.5,5.2,0.9
53.2,d_19690101,10.3,3.1,1,0.6,0.2,0,36.6,21.6,5.5,1.2,0
58.1,d_19690201,8.8,2.3,0.9,0.5,0,0,33.2,16.4,3,0.4,0
61.4,d_19690301,5.5,1.3,0.2,0,0,0,33.2,15.7,1.6,0.1,0
65.1,d_19690401,7.4,1.9,0,0,0,0,27.4,13.1,1.5,0.3,0
51.5,d_19690501,6.4,2.7,0.2,0,0,0,42.1,20.8,4.2,1.1,0
63.2,d_19690601,8.9,1.8,0,0,0,0,27.8,10.6,0.8,0,0
58.7,d_19690701,10.1,5.5,0.8,0.2,0,0,31.1,13.6,2.3,0.1,0
66.5,d_19690801,16,7.9,1.5,0.2,0,0,17.6,6.9,0.9,0.4,0.1
58.2,d_19690901,14.6,7.1,0.6,0,0,0,27.3,14.6,4.2,1.3,0.2
38.6,d_19691001,8.1,4.2,0.2,0,0,0,53.3,35.9,12.6,4.6,0.4
44.1,d_19691101,9,3,0,0,0,0,46.9,33.5,11.3,3.1,0.2
44.4,d_19691201,10.3,3,0.1,0,0,0,45.4,32.7,11.1,2.9,0.2
40.6,d_19700101,19.6,10.9,2,0.2,0,0,39.8,25.5,4.8,1.1,0.3
45.5,d_19700201,16.6,11.4,4,1.5,0.5,0,38,21.5,3.7,0.5,0
37.6,d_19700301,8.2,4.3,1.3,0.6,0,0,54.1,38.4,12.6,2.7,0.1
32.5,d_19700401,7.2,4.7,1.9,0.8,0,0,60.3,42,17.7,3.8,0.1
36.2,d_19700501,7.9,5,1,0.2,0,0,56.1,38.9,9.8,2,0
34.7,d_19700601,15,10,4.5,2.6,1,0,50.4,31.7,4.6,0.1,0
49.9,d_19700701,30.6,22.7,12.6,7.6,4,0,19.4,7.8,1.1,0,0
47,d_19700801,38.2,26.2,14.3,9.4,4.3,0,14.8,5.7,0.7,0.2,0
43.1,d_19700901,31.2,21.2,10,6.5,3.1,0,25.8,14.3,4.9,1.7,0
49,d_19701001,24.4,15.3,8.1,5.3,2.6,0,26.7,16.9,5.3,1.7,0
45,d_19701101,40,25.3,9.9,5.7,2.7,0,14.9,9.6,2.2,0.1,0
30.7,d_19701201,59.6,44.6,23.4,13.8,6.8,0,9.7,5.2,0.1,0,0
24.5,d_19710101,67.9,55.5,33.9,21.6,11,0,7.7,4.1,0.1,0,0
22.1,d_19710201,73.1,62,37.1,22.5,7.7,0,4.9,3.4,0.2,0,0
16.4,d_19710301,81.1,67.7,43.7,28.8,10.4,0,2.4,0.4,0,0,0
18.2,d_19710401,78.5,63.7,33.7,16.8,3.2,0,3.4,1.9,0,0,0
17,d_19710501,81,66.9,36.2,20,5,0,2,0.6,0,0,0
4.4,d_19710601,95.5,91.2,72.6,52.8,26.2,0,0,0,0,0,0
7.4,d_19710701,92.5,86.7,66.4,50.3,31.3,0,0,0,0,0,0
29.5,d_19710801,58.4,45.7,23.5,13.6,4.9,0,12.1,8.4,1.7,0.1,0
39.7,d_19710901,32.7,21.6,7.6,3.8,1.2,0,27.5,17.7,6.1,2.8,0.6
43.4,d_19711001,14.7,7.2,1.8,0.2,0,0,41.9,26.9,12.9,7.9,3.6
42,d_19711101,15,6.9,1.1,0.2,0,0,43.1,26,12.3,7.5,3.4
36.7,d_19711201,2.4,0.5,0,0,0,0,60.9,40,17.8,10.1,5
33.8,d_19720101,0.5,0,0,0,0,0,65.6,43.7,18.4,10.1,5.2
31.3,d_19720201,1.4,0,0,0,0,0,67.3,47.5,21.4,12.4,6.8
28.4,d_19720301,0.7,0,0,0,0,0,70.7,49.3,20.1,11.1,4.8
35.2,d_19720401,3.7,0.6,0.1,0,0,0,61.1,40.7,13.9,8.3,5.1
56.4,d_19720501,11.2,4.8,0.5,0.2,0,0,32.5,19.7,8.9,6.3,3.5
60.7,d_19720601,19,6.9,0.7,0.1,0,0,20.4,13.3,2.6,0.6,0
46,d_19720701,39.9,20.6,2.1,0.2,0,0,14,7.7,1.2,0.2,0
52.4,d_19720801,17.9,7.8,0.9,0.1,0,0,29.6,16.3,4,0.5,0
43.6,d_19720901,24.2,15,7,4.7,1.9,0,32.3,17.5,5.5,1.5,0
49.9,d_19721001,15.1,7.3,2,0.5,0,0,35.1,20,6.2,2.3,0.1
50.5,d_19721101,7.4,2.7,0.1,0,0,0,42.2,23.3,7.8,3.1,0.2
56.6,d_19721201,5.4,1.5,0,0,0,0,37.9,21.5,7.6,3.1,0.1
37.5,d_19730101,1.3,0.1,0,0,0,0,61.1,35.9,14.4,8,2.1
44.1,d_19730201,0.1,0,0,0,0,0,55.8,34.7,17.2,10.9,4.6
26.5,d_19730301,0,0,0,0,0,0,73.5,50.3,23.9,16.3,7
14.5,d_19730401,0.4,0,0,0,0,0,85,62.6,33,20.8,7.1
38.2,d_19730501,5.4,1.4,0,0,0,0,56.3,39,14.5,4.5,0.1
37.5,d_19730601,3.9,1.1,0,0,0,0,58.6,43.1,16.7,5.4,0.2
25.8,d_19730701,0.4,0,0,0,0,0,73.8,50.6,23.2,7.8,0.9
36.7,d_19730801,2.7,0.5,0,0,0,0,60.6,44.1,20.4,10.6,2.9
26.7,d_19730901,0.9,0.1,0,0,0,0,72.5,59.5,39.7,30.6,13.7
30.6,d_19731001,3.4,0.9,0,0,0,0,66,57.6,45.3,37.6,23.3
28.9,d_19731101,10.9,5.1,0.2,0,0,0,60.1,53.5,39.9,31.4,17.9
23.8,d_19731201,24.4,14.4,4.1,1.2,0,0,51.7,46.6,35.3,24.9,9.3
19.9,d_19740101,30.3,18.9,7.7,3.4,1.2,0,49.6,44.6,31.9,20.7,9.9
23.7,d_19740201,24,15.5,6.1,2.7,0.3,0,52.1,47.3,35.3,24.3,9.9
40.7,d_19740301,17.1,9.6,2,0.3,0,0,42.3,31.2,15.8,7.4,2.1
29.7,d_19740401,38.8,26.6,12.1,7,2.7,0,31.6,26,11.2,4.4,1.3
29.4,d_19740501,36.4,24.6,10.2,3.9,0.4,0,34.3,24.2,5.7,1.4,0.1
37.2,d_19740601,52.5,44,28.1,18.2,4.8,0,10.4,3,0.3,0,0
17.2,d_19740701,81.6,71.8,49.3,33.8,13.1,0,1,0.2,0,0,0
55.5,d_19740801,37.3,20.8,4,1,0.1,0,7.1,2.1,0,0,0
40.3,d_19740901,6.4,2.5,0,0,0,0,53.4,32.8,9.6,1.7,0
37.7,d_19741001,3.1,0.1,0,0,0,0,59.2,41.6,18.7,8.7,0.8
21.8,d_19741101,1.8,0.1,0,0,0,0,76.5,56.5,27.1,14.4,2
20.9,d_19741201,4.5,2,0,0,0,0,74.4,58.9,29.1,17.2,2.9
21,d_19750101,2.4,0.3,0,0,0,0,76.7,62.9,31.8,17.9,3.7
20.5,d_19750201,1.5,0.3,0,0,0,0,78,69.7,44.6,29.7,11.3
16.8,d_19750301,1.7,0.5,0,0,0,0,81.5,73.8,52,34.7,15
12.1,d_19750401,1.6,0.7,0,0,0,0,86.3,80.1,61.5,42.4,21.5
15.2,d_19750501,1.7,0.1,0,0,0,0,83.2,73.6,45.4,26.1,9.1
41.3,d_19750601,2.8,0.2,0,0,0,0,55.9,31.8,4.2,0.5,0.2
45.5,d_19750701,2.1,0,0,0,0,0,52.4,30.3,5.3,1.2,0.2
49.3,d_19750801,3,0.4,0,0,0,0,47.7,28.6,4.5,1.2,0
53.6,d_19750901,4.3,0.7,0,0,0,0,42.1,23.2,4.8,1.5,0
51.7,d_19751001,12,3.5,0.1,0,0,0,36.4,20.6,3.7,0.8,0
54.4,d_19751101,17,7.2,0.5,0,0,0,28.5,14.2,1.9,0.4,0
51.7,d_19751201,17.4,7.1,0.6,0,0,0,30.8,15.3,2.2,0.5,0
51.2,d_19760101,24.6,12.9,3.1,1.1,0.1,0,24.2,13,2.3,0.7,0
44.8,d_19760201,46.5,32.3,11.3,5.9,1.1,0,8.8,4.8,0.9,0.3,0
35.7,d_19760301,53.9,36.2,15,6.4,2.2,0,10.3,5.1,1.1,0.5,0
45.4,d_19760401,48.3,30.6,9.8,4.9,0.9,0,6.4,2.5,0.1,0,0
53.9,d_19760501,42.5,25.8,7.5,2.4,0,0,3.7,0.2,0,0,0
48.3,d_19760601,49.9,31,7.5,3.6,0.7,0,1.8,0.3,0,0,0
49.2,d_19760701,16.1,7.8,1.6,0.5,0,0,34.7,16.3,2,0.1,0
44.9,d_19760801,22.9,13.9,5.1,1.9,0.3,0,32.1,17.5,2.8,0.4,0
42.5,d_19760901,11.4,4.4,0.4,0.1,0,0,46.1,29.3,5.8,1.6,0.1
28.2,d_19761001,8.4,3.8,0.5,0.2,0,0,63.3,49.3,24.9,11.1,1.7
26.2,d_19761101,8,3.7,0.6,0.3,0,0,65.9,51.3,29.4,18.2,6.1
26.1,d_19761201,9.1,4.9,0.9,0.4,0,0,64.9,51.4,30.9,20.6,11.3
30.7,d_19770101,12.6,8.6,3.5,2.3,0.4,0,56.8,42.3,22.3,13.8,4.1
32.4,d_19770201,10.3,6.3,3.2,1.8,0.7,0,57.2,41.6,18.8,11.7,3.1
24.8,d_19770301,9.4,5.5,2.2,1.4,0.1,0,65.9,52.8,26.7,16.8,5.3
36.7,d_19770401,4.8,1.8,0,0,0,0,58.4,41.8,13.9,5,0.2
35,d_19770501,3.5,1.9,0,0,0,0,61.4,39.4,14.7,4.7,0.3
50.6,d_19770601,9.3,4.9,0.1,0,0,0,40.2,23.7,8.3,2.3,0
64.9,d_19770701,20.9,7.8,0.2,0,0,0,14.2,6.5,0,0,0
83,d_19770801,0.2,0,0,0,0,12.6,4.3,3.4,2.4,1.7,0.4
55.6,d_19770901,38.7,15.9,4.1,0.8,0,0,5.6,3.2,1.8,0.8,0.2
44.1,d_19771001,52.2,24.6,4.1,1.1,0,0,3.7,2.5,0.9,0.3,0
50.8,d_19771101,45.6,20.8,4.1,1.2,0.1,0,3.6,2.2,0.4,0.2,0
28.2,d_19771201,68.7,42,15.6,6.5,1.3,0,3.3,2.2,0.6,0.4,0.1
19.5,d_19780101,79.1,65.5,39.5,26.2,11.1,0,1.4,0.6,0.2,0,0
23.7,d_19780201,75.3,57.4,28.8,13.1,2.3,0,0.9,0.1,0,0,0
18,d_19780301,81.8,67.6,37.5,20.2,5.6,0,0.2,0,0,0,0
14.3,d_19780401,85.7,70.8,37.3,19.2,5.9,0,0.1,0,0,0,0
15.3,d_19780501,84.1,68.5,25.6,9.4,2.2,0,0.7,0,0,0,0
42.6,d_19780601,53.1,35,14.5,3.8,0.1,0,4.2,1.7,0.5,0,0
36.8,d_19780701,62.4,40.3,13.2,3.3,0.6,0,0.9,0,0,0,0
49.1,d_19780801,48.7,31.7,11.7,4.4,0.5,0,2.1,0.2,0,0,0
50.6,d_19780901,24.2,15.8,3.7,1.2,0,0,25.2,14.6,6.5,2.3,0
45.8,d_19781001,34.5,27.3,13.9,7.1,2.3,0,19.6,14.3,7.1,2.7,0.2
48.4,d_19781101,29.1,19,4.5,1.4,0.3,0,22.6,16.8,11.5,6,0.8
44.9,d_19781201,28.3,18.9,4.7,0.8,0,0,26.7,18,12.5,7.2,0.7
48.9,d_19790101,11.2,4.7,0.2,0,0,0,39.8,23.9,13.2,9,1.1
44.2,d_19790201,13.2,4.4,0.1,0,0,0,42.6,29.2,14.5,10.1,1.7
45.1,d_19790301,3.4,1.5,0.2,0,0,0,51.6,32.9,14.7,7.9,0.5
33.1,d_19790401,1.5,0.5,0,0,0,0,65.3,50.7,24.3,13.6,1.9
32.8,d_19790501,1.6,0.1,0,0,0,0,65.7,44.2,23.1,11.5,2.9
40.5,d_19790601,0.6,0,0,0,0,0,58.9,33.6,4.8,0.3,0
24.3,d_19790701,0.3,0,0,0,0,0,75.3,57.6,27.5,15.7,4.6
24.3,d_19790801,0.5,0.1,0,0,0,0,75.2,58.2,26.5,12.8,2.9
39.8,d_19790901,2.1,0.2,0,0,0,0,58,43.1,25.5,19.7,11
48.9,d_19791001,9.3,2.1,0,0,0,0,41.8,30.6,16.6,10.4,4.7
